"Trial.ID","Sub.ID","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Trial.Type","JOL.RT","Response.JOL","Response.RT.1","Responses","Response.Accuracy","Answer","Scored"
150,"10086350",4,"Control B","SMOOTH","omit","Study2","U","JOL",5303,"5",11980,".",0,"omit",0
151,"10086350",4,"Control B","SPELL","bone","Study2","U","JOL",4377,"5",3697,".",0,"bone",0
152,"10086350",4,"Control B","STOMACH","town","Study2","U","JOL",4242,"5",3691,".",0,"town",0
153,"10086350",4,"Control B","SWING","fog","Study2","U","JOL",5591,"5",4190,".",0,"fog",0
154,"10086350",4,"Control B","SYSTEM","lick","Study2","U","JOL",8926,"0",2516,".",0,"lick",0
155,"10086350",4,"Control B","TUCK","allow","Study2","U","JOL",6051,"0",3814,".",0,"allow",0
156,"10086350",4,"Control B","VASE","king","Study2","U","JOL",4227,"5",4834,"king",100,"king",1
157,"10086350",4,"Control B","WASTE","sedate","Study2","U","JOL",6571,"20",3452,".",0,"sedate",0
158,"10086350",4,"Control B","WOMAN","lift","Study2","U","JOL",4844,"60",6870,"man",0,"lift",0
159,"10086350",4,"Control B","WOULD","cash","Study2","U","JOL",6031,"20",3293,".",0,"cash",0
160,"10086350",4,"Control B","ZOO","thumb","Study2","U","JOL",6958,"5",4378,"thumb",100,"thumb",1
161,"594fc4afd3a26200014dce0e",4,"Control B","BAT","shaky","Study1","U","JOL",8115,"10",22300,"shakey",90.909090909091,"shaky",1
162,"594fc4afd3a26200014dce0e",4,"Control B","BOTH","ounce","Study1","U","JOL",3182,"2",1359,"",0,"ounce",0
163,"594fc4afd3a26200014dce0e",4,"Control B","BROAD","infect","Study1","U","JOL",2722,"6",1117,"",0,"infect",0
164,"594fc4afd3a26200014dce0e",4,"Control B","CAKE","clothes","Study1","U","JOL",2248,"5",3638,"",0,"clothes",0
165,"594fc4afd3a26200014dce0e",4,"Control B","CRACKLE","able","Study1","U","JOL",9474,"0",1403,"",0,"able",0
166,"594fc4afd3a26200014dce0e",4,"Control B","CRAYON","rate","Study1","U","JOL",9484,"2",8711,"raid?",44.444444444444,"rate",0
167,"594fc4afd3a26200014dce0e",4,"Control B","DEGREE","chair","Study1","U","JOL",2581,"3",2281,"",0,"chair",0
168,"594fc4afd3a26200014dce0e",4,"Control B","DIFFICULT","poor","Study1","U","JOL",3129,"2",5905,"",0,"poor",0
169,"594fc4afd3a26200014dce0e",4,"Control B","DIZZY","sweater","Study1","U","JOL",2457,"2",1057,"",0,"sweater",0
170,"594fc4afd3a26200014dce0e",4,"Control B","DONKEY","lush","Study1","U","JOL",2166,"2",6227,"",0,"lush",0
171,"594fc4afd3a26200014dce0e",4,"Control B","FUTURE","sincere","Study1","U","JOL",3300,"5",1117,"",0,"sincere",0
172,"594fc4afd3a26200014dce0e",4,"Control B","FUZZY","bang","Study1","U","JOL",4349,"2",1086,"",0,"bang",0
173,"594fc4afd3a26200014dce0e",4,"Control B","GIVE","steak","Study1","U","JOL",3101,"1",1527,"",0,"steak",0
174,"594fc4afd3a26200014dce0e",4,"Control B","GRIND","stand","Study1","U","JOL",4644,"2",1444,"",0,"stand",0
175,"594fc4afd3a26200014dce0e",4,"Control B","INFLATE","disgust","Study1","U","JOL",2765,"7",1427,"",0,"disgust",0
176,"594fc4afd3a26200014dce0e",4,"Control B","JUSTICE","maroon","Study1","U","JOL",5440,"1",6980,"",0,"maroon",0
177,"594fc4afd3a26200014dce0e",4,"Control B","KEYS","joke","Study1","U","JOL",4008,"3",2269,"",0,"joke",0
178,"594fc4afd3a26200014dce0e",4,"Control B","LEASE","toil","Study1","U","JOL",2361,"7",1009,"",0,"toil",0
179,"594fc4afd3a26200014dce0e",4,"Control B","LISTEN","fiction","Study1","U","JOL",2323,"2",7411,"",0,"fiction",0
180,"594fc4afd3a26200014dce0e",4,"Control B","LOAN","sign","Study1","U","JOL",3153,"3",10198,"",0,"sign",0
181,"594fc4afd3a26200014dce0e",4,"Control B","MAIN","scar","Study1","U","JOL",4398,"3",6667,"",0,"scar",0
182,"594fc4afd3a26200014dce0e",4,"Control B","MAZE","election","Study1","U","JOL",5158,"5",1397,"",0,"election",0
183,"594fc4afd3a26200014dce0e",4,"Control B","MEAT","obtain","Study1","U","JOL",2671,"3",2472,"",0,"obtain",0
184,"594fc4afd3a26200014dce0e",4,"Control B","MIRROR","children","Study1","U","JOL",12912,"60",7957,"children ",100,"children",1
185,"594fc4afd3a26200014dce0e",4,"Control B","MOAT","clear","Study1","U","JOL",2724,"4",5739,"",0,"clear",0
186,"594fc4afd3a26200014dce0e",4,"Control B","NAME","hate","Study1","U","JOL",4793,"80",8597,"hate",100,"hate",1
187,"594fc4afd3a26200014dce0e",4,"Control B","NUMBER","hard","Study1","U","JOL",4412,"1",4117,"",0,"hard",0
188,"594fc4afd3a26200014dce0e",4,"Control B","PARCEL","throat","Study1","U","JOL",2404,"3",2026,"",0,"throat",0
189,"594fc4afd3a26200014dce0e",4,"Control B","PET","moon","Study1","U","JOL",9693,"70",9661,"moon",100,"moon",1
190,"594fc4afd3a26200014dce0e",4,"Control B","RESIST","glue","Study1","U","JOL",3917,"3",1218,"",0,"glue",0
191,"594fc4afd3a26200014dce0e",4,"Control B","RIPE","verify","Study1","U","JOL",6853,"5",2063,"",0,"verify",0
192,"594fc4afd3a26200014dce0e",4,"Control B","ROSE","neglect","Study1","U","JOL",3767,"6",1605,"",0,"neglect",0
193,"594fc4afd3a26200014dce0e",4,"Control B","SHELL","shake","Study1","U","JOL",7790,"7",1052,"",0,"shake",0
194,"594fc4afd3a26200014dce0e",4,"Control B","STRESS","yam","Study1","U","JOL",2445,"1",1560,"",0,"yam",0
195,"594fc4afd3a26200014dce0e",4,"Control B","STRETCH","cloth","Study1","U","JOL",13210,"5",7139,"cloth",100,"cloth",1
196,"594fc4afd3a26200014dce0e",4,"Control B","TAX","owl","Study1","U","JOL",4072,"4",4869,"",0,"owl",0
197,"594fc4afd3a26200014dce0e",4,"Control B","TEMPERATURE","morning","Study1","U","JOL",2722,"4",6843,"morning ",100,"morning",1
198,"594fc4afd3a26200014dce0e",4,"Control B","THICK","contest","Study1","U","JOL",2427,"0",1242,"",0,"contest",0
199,"594fc4afd3a26200014dce0e",4,"Control B","VEHICLE","charm","Study1","U","JOL",2825,"2",2807,"",0,"charm",0
200,"594fc4afd3a26200014dce0e",4,"Control B","WARN","sea","Study1","U","JOL",7690,"3",1356,"",0,"sea",0
201,"594fc4afd3a26200014dce0e",4,"Control B","ACCIDENT","strong","Study2","U","JOL",12625,"1",10103,"strong ",100,"strong",1
202,"594fc4afd3a26200014dce0e",4,"Control B","ADD","valley","Study2","U","JOL",18469,"2",16077,"",0,"valley",0
203,"594fc4afd3a26200014dce0e",4,"Control B","BELT","soon","Study2","U","JOL",8137,"3",4393,"soon",100,"soon",1
204,"594fc4afd3a26200014dce0e",4,"Control B","BRONZE","artery","Study2","U","JOL",9331,"4",4239,"",0,"artery",0
205,"594fc4afd3a26200014dce0e",4,"Control B","Business","death","Study2","U","JOL",12980,"50",6296,"death",100,"death",1
206,"594fc4afd3a26200014dce0e",4,"Control B","CAR","happy","Study2","U","JOL",12439,"4",4350,"happy",100,"happy",1
207,"594fc4afd3a26200014dce0e",4,"Control B","CLUTTER","pusher","Study2","U","JOL",16946,"4",18764,"",0,"pusher",0
208,"594fc4afd3a26200014dce0e",4,"Control B","DESIRE","noise","Study2","U","JOL",9647,"5",3689,"",0,"noise",0
209,"594fc4afd3a26200014dce0e",4,"Control B","DETECT","free","Study2","U","JOL",18647,"7",85392,"",0,"free",0
210,"594fc4afd3a26200014dce0e",4,"Control B","FLOAT","harmony","Study2","U","JOL",11673,"3",16239,"harmony",100,"harmony",1
211,"594fc4afd3a26200014dce0e",4,"Control B","FLOOR","discover","Study2","U","JOL",26304,"3",17121,"",0,"discover",0
212,"594fc4afd3a26200014dce0e",4,"Control B","FLOOR","discover","Study2","U","JOL",15062,"7",3262,"",0,"discover",0
213,"594fc4afd3a26200014dce0e",4,"Control B","GUARD","wheel","Study2","U","JOL",12631,"2",4346,"",0,"wheel",0
214,"594fc4afd3a26200014dce0e",4,"Control B","HAND","fix","Study2","U","JOL",12944,"40",10639,"fix",100,"fix",1
215,"594fc4afd3a26200014dce0e",4,"Control B","HUNGRY","park","Study2","U","JOL",22002,"7",7824,"",0,"park",0
216,"594fc4afd3a26200014dce0e",4,"Control B","JELLY","naughty","Study2","U","JOL",17040,"0",7006,"naughty ",100,"naughty",1
217,"594fc4afd3a26200014dce0e",4,"Control B","LAKE","opinion","Study2","U","JOL",15238,"0",12002,"",0,"opinion",0
218,"594fc4afd3a26200014dce0e",4,"Control B","LION","art","Study2","U","JOL",11540,"3",3482,"art",100,"art",1
219,"594fc4afd3a26200014dce0e",4,"Control B","MUTE","wave","Study2","U","JOL",8757,"0",36830,"",0,"wave",0
220,"594fc4afd3a26200014dce0e",4,"Control B","NULL","cough","Study2","U","JOL",4287,"0",5371,"",0,"cough",0
221,"594fc4afd3a26200014dce0e",4,"Control B","POSITION","machine","Study2","U","JOL",9853,"4",23002,"machine ",100,"machine",1
222,"594fc4afd3a26200014dce0e",4,"Control B","PUFF","number","Study2","U","JOL",13232,"3",3292,"",0,"number",0
223,"594fc4afd3a26200014dce0e",4,"Control B","PUT","roll","Study2","U","JOL",8388,"2",9887,"",0,"roll",0
224,"594fc4afd3a26200014dce0e",4,"Control B","READY","corn","Study2","U","JOL",13611,"5",18197,"",0,"corn",0
225,"594fc4afd3a26200014dce0e",4,"Control B","RIDDLE","sugar","Study2","U","JOL",16169,"0",3639,"sugar",100,"sugar",1
226,"594fc4afd3a26200014dce0e",4,"Control B","ROAD","scent","Study2","U","JOL",13004,"2",25576,"scent",100,"scent",1
227,"594fc4afd3a26200014dce0e",4,"Control B","SACKING","dietary","Study2","U","JOL",11973,"1",5868,"",0,"dietary",0
228,"594fc4afd3a26200014dce0e",4,"Control B","SICK","hide","Study2","U","JOL",10146,"3",14357,"",0,"hide",0
229,"594fc4afd3a26200014dce0e",4,"Control B","SIGHT","debate","Study2","U","JOL",10615,"2",13157,"",0,"debate",0
230,"594fc4afd3a26200014dce0e",4,"Control B","SMOOTH","omit","Study2","U","JOL",9816,"2",12291,"",0,"omit",0
231,"594fc4afd3a26200014dce0e",4,"Control B","SPELL","bone","Study2","U","JOL",5572,"5",4848,"bone",100,"bone",1
232,"594fc4afd3a26200014dce0e",4,"Control B","STOMACH","town","Study2","U","JOL",13816,"10",19887,"",0,"town",0
233,"594fc4afd3a26200014dce0e",4,"Control B","SWING","fog","Study2","U","JOL",10055,"3",3535,"fog",100,"fog",1
234,"594fc4afd3a26200014dce0e",4,"Control B","SYSTEM","lick","Study2","U","JOL",10650,"4",12997,"",0,"lick",0
235,"594fc4afd3a26200014dce0e",4,"Control B","TUCK","allow","Study2","U","JOL",9088,"6",48669,"",0,"allow",0
236,"594fc4afd3a26200014dce0e",4,"Control B","VASE","king","Study2","U","JOL",9167,"5",4775,"king",100,"king",1
237,"594fc4afd3a26200014dce0e",4,"Control B","WASTE","sedate","Study2","U","JOL",8598,"1",6009,"",0,"sedate",0
238,"594fc4afd3a26200014dce0e",4,"Control B","WOMAN","lift","Study2","U","JOL",6297,"9",12303,"lift",100,"lift",1
239,"594fc4afd3a26200014dce0e",4,"Control B","WOULD","cash","Study2","U","JOL",9868,"6",27763,"",0,"cash",0
240,"594fc4afd3a26200014dce0e",4,"Control B","ZOO","thumb","Study2","U","JOL",12940,"6",3453,"thumb",100,"thumb",1
241,"5c043f143ffea50001c2b1cf",4,"Control B","BAT","shaky","Study1","U","JOL",4044,"4",3266,"",0,"shaky",0
242,"5c043f143ffea50001c2b1cf",4,"Control B","BOTH","ounce","Study1","U","JOL",4797,"3",1265,"",0,"ounce",0
243,"5c043f143ffea50001c2b1cf",4,"Control B","BROAD","infect","Study1","U","JOL",5795,"4",2421,"",0,"infect",0
244,"5c043f143ffea50001c2b1cf",4,"Control B","CAKE","clothes","Study1","U","JOL",3723,"3",2238,"",0,"clothes",0
245,"5c043f143ffea50001c2b1cf",4,"Control B","CRACKLE","able","Study1","U","JOL",4640,"3",10481,"",0,"able",0
246,"5c043f143ffea50001c2b1cf",4,"Control B","CRAYON","rate","Study1","U","JOL",4271,"5",9489,"",0,"rate",0
247,"5c043f143ffea50001c2b1cf",4,"Control B","DEGREE","chair","Study1","U","JOL",4462,"5",1640,"",0,"chair",0
248,"5c043f143ffea50001c2b1cf",4,"Control B","DIFFICULT","poor","Study1","U","JOL",5775,"5",1899,"",0,"poor",0
249,"5c043f143ffea50001c2b1cf",4,"Control B","DIZZY","sweater","Study1","U","JOL",4198,"9",10666,"",0,"sweater",0
250,"5c043f143ffea50001c2b1cf",4,"Control B","DONKEY","lush","Study1","U","JOL",5261,"8",12812,"",0,"lush",0
251,"5c043f143ffea50001c2b1cf",4,"Control B","FUTURE","sincere","Study1","U","JOL",4568,"2",2820,"",0,"sincere",0
252,"5c043f143ffea50001c2b1cf",4,"Control B","FUZZY","bang","Study1","U","JOL",6048,"30",4544,"",0,"bang",0
253,"5c043f143ffea50001c2b1cf",4,"Control B","GIVE","steak","Study1","U","JOL",3946,"5",2091,"",0,"steak",0
254,"5c043f143ffea50001c2b1cf",4,"Control B","GRIND","stand","Study1","U","JOL",5252,"0",3132,"",0,"stand",0
255,"5c043f143ffea50001c2b1cf",4,"Control B","INFLATE","disgust","Study1","U","JOL",3717,"5",2072,"",0,"disgust",0
256,"5c043f143ffea50001c2b1cf",4,"Control B","JUSTICE","maroon","Study1","U","JOL",4687,"3",1481,"",0,"maroon",0
257,"5c043f143ffea50001c2b1cf",4,"Control B","KEYS","joke","Study1","U","JOL",3508,"6",2186,"",0,"joke",0
258,"5c043f143ffea50001c2b1cf",4,"Control B","LEASE","toil","Study1","U","JOL",4534,"1",3730,"",0,"toil",0
259,"5c043f143ffea50001c2b1cf",4,"Control B","LISTEN","fiction","Study1","U","JOL",4943,"10",1774,"",0,"fiction",0
260,"5c043f143ffea50001c2b1cf",4,"Control B","LOAN","sign","Study1","U","JOL",6140,"5",1382,"",0,"sign",0
261,"5c043f143ffea50001c2b1cf",4,"Control B","MAIN","scar","Study1","U","JOL",5012,"2",2451,"",0,"scar",0
262,"5c043f143ffea50001c2b1cf",4,"Control B","MAZE","election","Study1","U","JOL",4960,"5",1387,"",0,"election",0
263,"5c043f143ffea50001c2b1cf",4,"Control B","MEAT","obtain","Study1","U","JOL",4361,"2",1515,"",0,"obtain",0
264,"5c043f143ffea50001c2b1cf",4,"Control B","MIRROR","children","Study1","U","JOL",5086,"25",9455,"children ",100,"children",1
265,"5c043f143ffea50001c2b1cf",4,"Control B","MOAT","clear","Study1","U","JOL",3550,"6",2471,"",0,"clear",0
266,"5c043f143ffea50001c2b1cf",4,"Control B","NAME","hate","Study1","U","JOL",6851,"5",2000,"",0,"hate",0
267,"5c043f143ffea50001c2b1cf",4,"Control B","NUMBER","hard","Study1","U","JOL",4141,"5",9960,"",0,"hard",0
268,"5c043f143ffea50001c2b1cf",4,"Control B","PARCEL","throat","Study1","U","JOL",6373,"10",10589,"tongue ",33.333333333333,"throat",0
269,"5c043f143ffea50001c2b1cf",4,"Control B","PET","moon","Study1","U","JOL",4372,"10",2238,"",0,"moon",0
270,"5c043f143ffea50001c2b1cf",4,"Control B","RESIST","glue","Study1","U","JOL",3722,"8",1494,"",0,"glue",0
271,"5c043f143ffea50001c2b1cf",4,"Control B","RIPE","verify","Study1","U","JOL",5655,"4",2893,"",0,"verify",0
272,"5c043f143ffea50001c2b1cf",4,"Control B","ROSE","neglect","Study1","U","JOL",4685,"7",5996,"",0,"neglect",0
273,"5c043f143ffea50001c2b1cf",4,"Control B","SHELL","shake","Study1","U","JOL",5406,"10",2261,"",0,"shake",0
274,"5c043f143ffea50001c2b1cf",4,"Control B","STRESS","yam","Study1","U","JOL",4250,"0",3917,"",0,"yam",0
275,"5c043f143ffea50001c2b1cf",4,"Control B","STRETCH","cloth","Study1","U","JOL",4453,"10",1598,"",0,"cloth",0
276,"5c043f143ffea50001c2b1cf",4,"Control B","TAX","owl","Study1","U","JOL",5252,"10",1962,"",0,"owl",0
277,"5c043f143ffea50001c2b1cf",4,"Control B","TEMPERATURE","morning","Study1","U","JOL",6341,"25",5759,"",0,"morning",0
278,"5c043f143ffea50001c2b1cf",4,"Control B","THICK","contest","Study1","U","JOL",3587,"1",1647,"",0,"contest",0
279,"5c043f143ffea50001c2b1cf",4,"Control B","VEHICLE","charm","Study1","U","JOL",3847,"5",6844," car",75,"charm",0
280,"5c043f143ffea50001c2b1cf",4,"Control B","WARN","sea","Study1","U","JOL",4076,"3",1215,"",0,"sea",0
281,"5c043f143ffea50001c2b1cf",4,"Control B","ACCIDENT","strong","Study2","U","JOL",7105,"11",2071,"",0,"strong",0
282,"5c043f143ffea50001c2b1cf",4,"Control B","ADD","valley","Study2","U","JOL",3542,"5",1876,"",0,"valley",0
283,"5c043f143ffea50001c2b1cf",4,"Control B","BELT","soon","Study2","U","JOL",23635,"5",3629,"",0,"soon",0
284,"5c043f143ffea50001c2b1cf",4,"Control B","Business","death","Study2","U","JOL",4141,"10",2978,"",0,"death",0
285,"5c043f143ffea50001c2b1cf",4,"Control B","CAR","happy","Study2","U","JOL",5272,"15",21934,"pleasure",15.384615384615,"happy",0
286,"5c043f143ffea50001c2b1cf",4,"Control B","CLUTTER","pusher","Study2","U","JOL",6532,"10",1887,"",0,"pusher",0
287,"5c043f143ffea50001c2b1cf",4,"Control B","DESIRE","noise","Study2","U","JOL",4651,"5",2132,"",0,"noise",0
288,"5c043f143ffea50001c2b1cf",4,"Control B","DETECT","free","Study2","U","JOL",3741,"6",1813,"",0,"free",0
289,"5c043f143ffea50001c2b1cf",4,"Control B","FLOAT","harmony","Study2","U","JOL",4131,"2",1663,"",0,"harmony",0
290,"5c043f143ffea50001c2b1cf",4,"Control B","FLOOR","discover","Study2","U","JOL",5749,"4",1633,"",0,"discover",0
291,"5c043f143ffea50001c2b1cf",4,"Control B","GUARD","wheel","Study2","U","JOL",3883,"0",1767,"",0,"wheel",0
292,"5c043f143ffea50001c2b1cf",4,"Control B","HAND","fix","Study2","U","JOL",12132,"5",2566,"",0,"fix",0
293,"5c043f143ffea50001c2b1cf",4,"Control B","HUNGRY","park","Study2","U","JOL",7773,"5",1644,"",0,"park",0
294,"5c043f143ffea50001c2b1cf",4,"Control B","JELLY","naughty","Study2","U","JOL",5316,"10",8714,"naughty",100,"naughty",1
295,"5c043f143ffea50001c2b1cf",4,"Control B","LAKE","opinion","Study2","U","JOL",3810,"0",1753,"",0,"opinion",0
296,"5c043f143ffea50001c2b1cf",4,"Control B","LION","art","Study2","U","JOL",4924,"5",6326,"art",100,"art",1
297,"5c043f143ffea50001c2b1cf",4,"Control B","MUTE","wave","Study2","U","JOL",4955,"10",1754,"",0,"wave",0
298,"5c043f143ffea50001c2b1cf",4,"Control B","NULL","cough","Study2","U","JOL",4652,"6",1564,"",0,"cough",0
299,"5c043f143ffea50001c2b1cf",4,"Control B","POSITION","machine","Study2","U","JOL",21240,"10",1701,"",0,"machine",0
300,"5c043f143ffea50001c2b1cf",4,"Control B","PUFF","number","Study2","U","JOL",10406,"0",20717,"",0,"number",0
301,"5c043f143ffea50001c2b1cf",4,"Control B","PUT","roll","Study2","U","JOL",4687,"9",1522,"",0,"roll",0
302,"5c043f143ffea50001c2b1cf",4,"Control B","READY","corn","Study2","U","JOL",10890,"5",1671,"",0,"corn",0
303,"5c043f143ffea50001c2b1cf",4,"Control B","RIDDLE","sugar","Study2","U","JOL",6192,"2",1530,"",0,"sugar",0
304,"5c043f143ffea50001c2b1cf",4,"Control B","ROAD","scent","Study2","U","JOL",19200,"7",2033,"",0,"scent",0
305,"5c043f143ffea50001c2b1cf",4,"Control B","SACKING","dietary","Study2","U","JOL",5430,"3",1696,"",0,"dietary",0
306,"5c043f143ffea50001c2b1cf",4,"Control B","SICK","hide","Study2","U","JOL",6968,"5",1323,"",0,"hide",0
307,"5c043f143ffea50001c2b1cf",4,"Control B","SIGHT","debate","Study2","U","JOL",3918,"0",1667,"",0,"debate",0
308,"5c043f143ffea50001c2b1cf",4,"Control B","SLIM","know","Study2","U","JOL",4014,"2",2981,"",0,"know",0
309,"5c043f143ffea50001c2b1cf",4,"Control B","SMOOTH","omit","Study2","U","JOL",5054,"5",2213,"",0,"omit",0
310,"5c043f143ffea50001c2b1cf",4,"Control B","SPELL","bone","Study2","U","JOL",4337,"0",2934,"",0,"bone",0
311,"5c043f143ffea50001c2b1cf",4,"Control B","SPELL","bone","Study2","U","JOL",5022,"10",2257,"",0,"bone",0
312,"5c043f143ffea50001c2b1cf",4,"Control B","STOMACH","town","Study2","U","JOL",6434,"1",1585,"",0,"town",0
313,"5c043f143ffea50001c2b1cf",4,"Control B","SWING","fog","Study2","U","JOL",8097,"15",2680,"",0,"fog",0
314,"5c043f143ffea50001c2b1cf",4,"Control B","SYSTEM","lick","Study2","U","JOL",7449,"25",1472,"",0,"lick",0
315,"5c043f143ffea50001c2b1cf",4,"Control B","TUCK","allow","Study2","U","JOL",11104,NA,1572,"",0,"allow",0
316,"5c043f143ffea50001c2b1cf",4,"Control B","VASE","king","Study2","U","JOL",5013,"5",4479,"",0,"king",0
317,"5c043f143ffea50001c2b1cf",4,"Control B","WASTE","sedate","Study2","U","JOL",6700,"2",1460,"",0,"sedate",0
318,"5c043f143ffea50001c2b1cf",4,"Control B","WOMAN","lift","Study2","U","JOL",6931,"10",2191,"",0,"lift",0
319,"5c043f143ffea50001c2b1cf",4,"Control B","WOULD","cash","Study2","U","JOL",4351,"2",7608,"",0,"cash",0
320,"5c043f143ffea50001c2b1cf",4,"Control B","ZOO","thumb","Study2","U","JOL",4094,"5",2590,"",0,"thumb",0
321,"5cacce6db3e1fe0016683384",4,"Control B","BAT","shaky","Study1","U","JOL",437,"70",1890,"ball",22.222222222222,"shaky",0
322,"5cacce6db3e1fe0016683384",4,"Control B","BOTH","ounce","Study1","U","JOL",662,"90",2243,"lol",25,"ounce",0
323,"5cacce6db3e1fe0016683384",4,"Control B","BROAD","infect","Study1","U","JOL",791,"30",2776,"bean",20,"infect",0
324,"5cacce6db3e1fe0016683384",4,"Control B","CAKE","clothes","Study1","U","JOL",769,"64",4593,"tool",18.181818181818,"clothes",0
325,"5cacce6db3e1fe0016683384",4,"Control B","CRACKLE","able","Study1","U","JOL",544,"40",2742,"pop",0,"able",0
326,"5cacce6db3e1fe0016683384",4,"Control B","CRAYON","rate","Study1","U","JOL",887,"50",4017,"chalk",22.222222222222,"rate",0
327,"5cacce6db3e1fe0016683384",4,"Control B","DEGREE","chair","Study1","U","JOL",781,"40",2085,"hot",25,"chair",0
328,"5cacce6db3e1fe0016683384",4,"Control B","DIFFICULT","poor","Study1","U","JOL",1107,"30",1565,"hard",25,"poor",0
329,"5cacce6db3e1fe0016683384",4,"Control B","DIZZY","sweater","Study1","U","JOL",997,"50",3688,"weird",50,"sweater",0
330,"5cacce6db3e1fe0016683384",4,"Control B","DONKEY","lush","Study1","U","JOL",1102,"50",2732,"lush",100,"lush",1
331,"5cacce6db3e1fe0016683384",4,"Control B","FUTURE","sincere","Study1","U","JOL",750,"29",2349,"bright",15.384615384615,"sincere",0
332,"5cacce6db3e1fe0016683384",4,"Control B","FUZZY","bang","Study1","U","JOL",874,"10",1969,"bear",50,"bang",0
333,"5cacce6db3e1fe0016683384",4,"Control B","GIVE","steak","Study1","U","JOL",1429,"70",1559,"take",66.666666666667,"steak",0
334,"5cacce6db3e1fe0016683384",4,"Control B","GRIND","stand","Study1","U","JOL",891,"90",2964,"bad",50,"stand",0
335,"5cacce6db3e1fe0016683384",4,"Control B","INFLATE","disgust","Study1","U","JOL",579,"10",2951,"plate",16.666666666667,"disgust",0
336,"5cacce6db3e1fe0016683384",4,"Control B","JUSTICE","maroon","Study1","U","JOL",619,"40",2737,"yes",0,"maroon",0
337,"5cacce6db3e1fe0016683384",4,"Control B","KEYS","joke","Study1","U","JOL",482,"20",2028,"ring",0,"joke",0
338,"5cacce6db3e1fe0016683384",4,"Control B","LEASE","toil","Study1","U","JOL",842,"30",6551,"hold",50,"toil",0
339,"5cacce6db3e1fe0016683384",4,"Control B","LISTEN","fiction","Study1","U","JOL",392,"60",2768,"hear",0,"fiction",0
340,"5cacce6db3e1fe0016683384",4,"Control B","LOAN","sign","Study1","U","JOL",675,"90",1968,"money",22.222222222222,"sign",0
341,"5cacce6db3e1fe0016683384",4,"Control B","MAIN","scar","Study1","U","JOL",1009,"70",2997,"noah",25,"scar",0
342,"5cacce6db3e1fe0016683384",4,"Control B","MAZE","election","Study1","U","JOL",3196,"80",3059,"no",20,"election",0
343,"5cacce6db3e1fe0016683384",4,"Control B","MEAT","obtain","Study1","U","JOL",1267,"53",5238,"hard",20,"obtain",0
344,"5cacce6db3e1fe0016683384",4,"Control B","MIRROR","children","Study1","U","JOL",788,"80",3705,"see",18.181818181818,"children",0
345,"5cacce6db3e1fe0016683384",4,"Control B","MOAT","clear","Study1","U","JOL",745,"50",3122,"water",40,"clear",0
346,"5cacce6db3e1fe0016683384",4,"Control B","NAME","hate","Study1","U","JOL",433,"25",2944,"cool",0,"hate",0
347,"5cacce6db3e1fe0016683384",4,"Control B","NUMBER","hard","Study1","U","JOL",685,"50",3763,"one",0,"hard",0
348,"5cacce6db3e1fe0016683384",4,"Control B","PARCEL","throat","Study1","U","JOL",569,"40",1338,"",0,"throat",0
349,"5cacce6db3e1fe0016683384",4,"Control B","PET","moon","Study1","U","JOL",1368,"20",3285,"cute",0,"moon",0
350,"5cacce6db3e1fe0016683384",4,"Control B","RESIST","glue","Study1","U","JOL",703,"30",7107,"take",25,"glue",0
351,"5cacce6db3e1fe0016683384",4,"Control B","RIPE","verify","Study1","U","JOL",869,"60",3881,"banana",0,"verify",0
352,"5cacce6db3e1fe0016683384",4,"Control B","ROSE","neglect","Study1","U","JOL",674,"34",4101,"bud",0,"neglect",0
353,"5cacce6db3e1fe0016683384",4,"Control B","SHELL","shake","Study1","U","JOL",429,"10",1847,"sea",50,"shake",0
354,"5cacce6db3e1fe0016683384",4,"Control B","STRESS","yam","Study1","U","JOL",771,"30",3828,"toll",0,"yam",0
355,"5cacce6db3e1fe0016683384",4,"Control B","STRETCH","cloth","Study1","U","JOL",1014,"30",3338,"long",44.444444444444,"cloth",0
356,"5cacce6db3e1fe0016683384",4,"Control B","TAX","owl","Study1","U","JOL",511,"60",2452,"hard",0,"owl",0
357,"5cacce6db3e1fe0016683384",4,"Control B","TEMPERATURE","morning","Study1","U","JOL",2522,"4",2295,"hot",20,"morning",0
358,"5cacce6db3e1fe0016683384",4,"Control B","THICK","contest","Study1","U","JOL",887,"40",3470,"thic",18.181818181818,"contest",0
359,"5cacce6db3e1fe0016683384",4,"Control B","VEHICLE","charm","Study1","U","JOL",1135,"60",7741,"car",75,"charm",1
360,"5cacce6db3e1fe0016683384",4,"Control B","WARN","sea","Study1","U","JOL",416,"0",1394,"debt",28.571428571429,"sea",0
361,"5cacce6db3e1fe0016683384",4,"Control B","ACCIDENT","strong","Study2","U","JOL",1534,"40",4244,"emergency",26.666666666667,"strong",0
362,"5cacce6db3e1fe0016683384",4,"Control B","ADD","valley","Study2","U","JOL",1872,"80",3318,"plus",20,"valley",0
363,"5cacce6db3e1fe0016683384",4,"Control B","BELT","soon","Study2","U","JOL",972,"80",1940,"soon",100,"soon",1
364,"5cacce6db3e1fe0016683384",4,"Control B","BRONZE","artery","Study2","U","JOL",1868,"50",3580,"metal",18.181818181818,"artery",0
