"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Direction","Procedure.Shuffle","JOL","Procedure.Shuffle.1","Response.RT","Response.Response","Recall_Score","Encoding","List_Type"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","LISTEN","FICTION","Study1","U","Study Phase2",20,"Recall2",9701,"fiction",100,"JOL","Pure U"
"972730",18,"Pure U","LISTEN","FICTION","Study1","U","Study Phase2",20,"Recall2",1967,"",0,"JOL","Pure U"
"w10044868",18,"Pure U","LISTEN","FICTION","Study1","U","Study Phase2",65,"Recall2",1381,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","LISTEN","FICTION","Study1","U","Study Phase2",50,"Recall2",14601,"said",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","LISTEN","FICTION","Study1","U","Study Phase2",0,"Recall2",2128,"talk",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","LISTEN","FICTION","Study1","U","Study Phase2",20,"Recall2",5069,"",0,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","LOAN","SIGN","Study1","U","Study Phase2",5,"Recall2",4300,"MONEY",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","LOAN","SIGN","Study1","U","Study Phase2",0,"Recall2",6004,"payment",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","LOAN","SIGN","Study1","U","Study Phase2",0,"Recall2",2744,"call",0,"JOL","Pure U"
"972730",18,"Pure U","LOAN","SIGN","Study1","U","Study Phase2",30,"Recall2",3500,"BANK",0,"JOL","Pure U"
"w10044868",18,"Pure U","LOAN","SIGN","Study1","U","Study Phase2",67,"Recall2",1040,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","LOAN","SIGN","Study1","U","Study Phase2",0,"Recall2",10352,"share",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","LOAN","SIGN","Study1","U","Study Phase2",5,"Recall2",1710,"money",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","LOAN","SIGN","Study1","U","Study Phase2",20,"Recall2",3131,"SIGN",100,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","MAIN","SCAR","Study1","U","Study Phase2",80,"Recall2",6242,"HIGH",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","MAIN","SCAR","Study1","U","Study Phase2",0,"Recall2",5244,"street",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","MAIN","SCAR","Study1","U","Study Phase2",0,"Recall2",4005,"leave",0,"JOL","Pure U"
"972730",18,"Pure U","MAIN","SCAR","Study1","U","Study Phase2",0,"Recall2",4540,"COURSE",0,"JOL","Pure U"
"w10044868",18,"Pure U","MAIN","SCAR","Study1","U","Study Phase2",27,"Recall2",1590,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","MAIN","SCAR","Study1","U","Study Phase2",40,"Recall2",3334,"scar",100,"JOL","Pure U"
"w969399_anw",18,"Pure U","MAIN","SCAR","Study1","U","Study Phase2",0,"Recall2",967,"",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","MAIN","SCAR","Study1","U","Study Phase2",39,"Recall2",2225,"",0,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","MAZE","ELECTION","Study1","U","Study Phase2",23,"Recall2",4772,"ART",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","MAZE","ELECTION","Study1","U","Study Phase2",0,"Recall2",3291,"corn",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","MAZE","ELECTION","Study1","U","Study Phase2",0,"Recall2",2914,"start",0,"JOL","Pure U"
"972730",18,"Pure U","MAZE","ELECTION","Study1","U","Study Phase2",0,"Recall2",6222,"HARD",0,"JOL","Pure U"
"w10044868",18,"Pure U","MAZE","ELECTION","Study1","U","Study Phase2",11,"Recall2",3360,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","MAZE","ELECTION","Study1","U","Study Phase2",20,"Recall2",7875,"street",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","MAZE","ELECTION","Study1","U","Study Phase",1,"Recall1",5990,"puzzle",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","MAZE","ELECTION","Study1","U","Study Phase2",2,"Recall2",3148,"puzzle",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","MAZE","ELECTION","Study1","U","Study Phase2",25,"Recall2",2473,"",0,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase2",23,"Recall2",3578,"YAM",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase2",0,"Recall2",4060,"beef",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase",0,"Recall1",2572,"farm",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase2",20,"Recall2",2853,"big",0,"JOL","Pure U"
"972730",18,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase2",20,"Recall2",6345,"",0,"JOL","Pure U"
"w10044868",18,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase2",66,"Recall2",1140,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase2",40,"Recall2",6174,"steak",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase2",17,"Recall2",2595,"obtain",100,"JOL","Pure U"
"w981975_sha",18,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase2",30,"Recall2",5292,"OBTAIN",100,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase2",0,"Recall2",5546,"no",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase2",5,"Recall2",18292,"duplicate",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase2",10,"Recall2",4137,"children",100,"JOL","Pure U"
"972730",18,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase2",0,"Recall2",3461,"CHILD",0,"JOL","Pure U"
"w10044868",18,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase2",23,"Recall2",2240,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase2",50,"Recall2",4383,"",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase2",0,"Recall2",2095,"children",100,"JOL","Pure U"
"w981975_sha",18,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase2",40,"Recall2",3144,"CHILDREN",100,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","MOAT","CLEAR","Study1","U","Study Phase2",80,"Recall2",4227,"WATER",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","MOAT","CLEAR","Study1","U","Study Phase2",0,"Recall2",4081,"water",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","MOAT","CLEAR","Study1","U","Study Phase2",30,"Recall2",4211,"call",0,"JOL","Pure U"
"972730",18,"Pure U","MOAT","CLEAR","Study1","U","Study Phase2",0,"Recall2",5831,"SWAMP",0,"JOL","Pure U"
"w10044868",18,"Pure U","MOAT","CLEAR","Study1","U","Study Phase2",32,"Recall2",1302,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","MOAT","CLEAR","Study1","U","Study Phase2",0,"Recall2",2594,"",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","MOAT","CLEAR","Study1","U","Study Phase2",0,"Recall2",2540,"cheese",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","MOAT","CLEAR","Study1","U","Study Phase2",1,"Recall2",2438,"",0,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","NAME","HATE","Study1","U","Study Phase2",80,"Recall2",2408,"HATE",100,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","NAME","HATE","Study1","U","Study Phase2",0,"Recall2",5134,"number",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","NAME","HATE","Study1","U","Study Phase2",30,"Recall2",3261,"make",0,"JOL","Pure U"
"972730",18,"Pure U","NAME","HATE","Study1","U","Study Phase2",20,"Recall2",2323,"",0,"JOL","Pure U"
"w10044868",18,"Pure U","NAME","HATE","Study1","U","Study Phase2",55,"Recall2",1064,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","NAME","HATE","Study1","U","Study Phase2",40,"Recall2",8738,"game",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","NAME","HATE","Study1","U","Study Phase2",12,"Recall2",1955,"",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","NAME","HATE","Study1","U","Study Phase2",30,"Recall2",3987,"HATE",100,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","NUMBER","HARD","Study1","U","Study Phase2",56,"Recall2",5488,"COLOR",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","NUMBER","HARD","Study1","U","Study Phase2",4,"Recall2",6707,"days",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","NUMBER","HARD","Study1","U","Study Phase2",29,"Recall2",4886,"bean",0,"JOL","Pure U"
"972730",18,"Pure U","NUMBER","HARD","Study1","U","Study Phase2",20,"Recall2",2112,"",0,"JOL","Pure U"
"w10044868",18,"Pure U","NUMBER","HARD","Study1","U","Study Phase2",33,"Recall2",3555,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","NUMBER","HARD","Study1","U","Study Phase2",90,"Recall2",5481,"name",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","NUMBER","HARD","Study1","U","Study Phase2",64,"Recall2",921,"",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","NUMBER","HARD","Study1","U","Study Phase2",23,"Recall2",8111,"",0,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","PARCEL","THROAT","Study1","U","Study Phase2",45,"Recall2",3168,"POST",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","PARCEL","THROAT","Study1","U","Study Phase2",0,"Recall2",5045,"post",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","PARCEL","THROAT","Study1","U","Study Phase2",30,"Recall2",6972,"port",0,"JOL","Pure U"
"972730",18,"Pure U","PARCEL","THROAT","Study1","U","Study Phase2",0,"Recall2",1936,"",0,"JOL","Pure U"
"w10044868",18,"Pure U","PARCEL","THROAT","Study1","U","Study Phase2",67,"Recall2",1607,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","PARCEL","THROAT","Study1","U","Study Phase2",0,"Recall2",7183,"taken",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","PARCEL","THROAT","Study1","U","Study Phase2",0,"Recall2",854,"",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","PARCEL","THROAT","Study1","U","Study Phase2",30,"Recall2",2434,"",0,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","PET","MOON","Study1","U","Study Phase2",30,"Recall2",2320,"DOG",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","PET","MOON","Study1","U","Study Phase2",0,"Recall2",4257,"food",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","PET","MOON","Study1","U","Study Phase2",30,"Recall2",1839,"moon",100,"JOL","Pure U"
"972730",18,"Pure U","PET","MOON","Study1","U","Study Phase2",20,"Recall2",5707,"DOG",0,"JOL","Pure U"
"w10044868",18,"Pure U","PET","MOON","Study1","U","Study Phase2",88,"Recall2",1331,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","PET","MOON","Study1","U","Study Phase2",50,"Recall2",16794,"dog",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","PET","MOON","Study1","U","Study Phase2",0,"Recall2",919,"",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","PET","MOON","Study1","U","Study Phase2",40,"Recall2",855,"",0,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",56,"Recall2",1434,"S",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase",10,"Recall1",9706,"firm",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",2,"Recall2",10545,"glue",100,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",0,"Recall2",4221,"stop",0,"JOL","Pure U"
"972730",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",30,"Recall2",5197,"",0,"JOL","Pure U"
"w10044868",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",65,"Recall2",1208,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",60,"Recall2",8589,"reset",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",84,"Recall2",1143,"",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",20,"Recall2",855,"",0,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",40,"Recall2",4179,"PUZZEL",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",20,"Recall2",6711,"rotten",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",0,"Recall2",4123,"into",0,"JOL","Pure U"
"972730",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",0,"Recall2",2411,"",0,"JOL","Pure U"
"w10044868",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",88,"Recall2",2936,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",30,"Recall2",14417,"fruit",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",NA,"Recall2",1356,"",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",2,"Recall2",3214,"VERIFY",100,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",60,"Recall2",3423,"FLOWER",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",0,"Recall2",3367,"water",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",10,"Recall2",4127,"shatter",0,"JOL","Pure U"
"972730",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",0,"Recall2",6390,"",0,"JOL","Pure U"
"w10044868",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",44,"Recall2",1440,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",0,"Recall2",4934,"wilt",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",2,"Recall2",3016,"bud",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",10,"Recall2",1514,"",0,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",45,"Recall2",9563,"SILVER",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",0,"Recall2",14376,"conch",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",70,"Recall2",4778,"shake",100,"JOL","Pure U"
"972730",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",20,"Recall2",3842,"FISH",0,"JOL","Pure U"
"w10044868",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",23,"Recall2",985,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",50,"Recall2",3915,"ocean",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",15,"Recall2",2518,"snake",100,"JOL","Pure U"
"w981975_sha",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",40,"Recall2",2277,"SNAKE",100,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",30,"Recall2",4098,"KID",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",0,"Recall2",5863,"level",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",0,"Recall2",2248,"stop",0,"JOL","Pure U"
"972730",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",30,"Recall2",1750,"",0,"JOL","Pure U"
"w10044868",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",33,"Recall2",4894,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",0,"Recall2",4032,"",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",15,"Recall2",1145,"",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",60,"Recall2",1341,"",0,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",50,"Recall2",4419,"MARK",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",5,"Recall2",11894,"bend",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",50,"Recall2",3520,"lion",0,"JOL","Pure U"
"972730",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",20,"Recall2",3173,"",0,"JOL","Pure U"
"w10044868",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",76,"Recall2",1106,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",90,"Recall2",14048,"still",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",85,"Recall2",1459,"",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",40,"Recall2",2891,"",0,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",90,"Recall2",2063,"MAN",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",3,"Recall2",5494,"forms",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",0,"Recall2",3017,"rule",0,"JOL","Pure U"
"972730",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",10,"Recall2",2615,"",0,"JOL","Pure U"
"w10044868",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",66,"Recall2",1470,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",50,"Recall2",2810,"owl",100,"JOL","Pure U"
"w969399_anw",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",2,"Recall2",2586,"money",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","TAX","OWL","Study1","U","Study Phase",3,"Recall1",5107,"",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",10,"Recall2",1910,"",0,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",90,"Recall2",7066,"MORNING",100,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",2,"Recall2",4698,"cold",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",20,"Recall2",1804,"morning",100,"JOL","Pure U"
"972730",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",20,"Recall2",12056,"WEATHER",0,"JOL","Pure U"
"w10044868",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",88,"Recall2",1543,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",0,"Recall2",19008,"morning",100,"JOL","Pure U"
"w969399_anw",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",2,"Recall2",2262,"morning",100,"JOL","Pure U"
"w981975_sha",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",13,"Recall2",3931,"MORNING",100,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",33,"Recall2",8946,"SHOOL",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",0,"Recall2",7256,"thin",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",30,"Recall2",7412,"contest",100,"JOL","Pure U"
"972730",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",20,"Recall2",4456,"CONTEST",100,"JOL","Pure U"
"w10044868",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",88,"Recall2",7488,"Model ",0,"JOL","Pure U"
"w10103859",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase",30,"Recall1",9538,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",0,"Recall2",13967,"",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",0,"Recall2",2045,"thin",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",30,"Recall2",3464,"CONTEST",100,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",50,"Recall2",3497,"FIRE",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",0,"Recall2",3006,"car",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",10,"Recall2",3167,"hike",0,"JOL","Pure U"
"972730",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",12,"Recall2",2930,"",0,"JOL","Pure U"
"w10044868",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",87,"Recall2",2353,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",30,"Recall2",16545,"luxurious ",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",45,"Recall2",1627,"",0,"JOL","Pure U"
"w981975_sha",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",10,"Recall2",1496,"",0,"JOL","Pure U"
"5e8b4f93afcb1601643d7c33",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",45,"Recall2",2326,"ING",0,"JOL","Pure U"
"5e8b806203f2f605d5b6f531",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",0,"Recall2",6498,"hide",0,"JOL","Pure U"
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",0,"Recall2",1912,"call",0,"JOL","Pure U"
"972730",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",0,"Recall2",3900,"",0,"JOL","Pure U"
"w10044868",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",21,"Recall2",1266,"",0,"JOL","Pure U"
"w10103859",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",90,"Recall2",8068,"",0,"JOL","Pure U"
"w969399_anw",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",0,"Recall2",2380,"sea",100,"JOL","Pure U"
"w981975_sha",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",24,"Recall2",1985,"",0,"JOL","Pure U"
"337079",17,"Pure U","ACCIDENT","STRONG","Study2","U","Study Phase2",1,"Recall2",1094,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","ACCIDENT","STRONG","Study2","U","Study Phase2",20,"Recall2",2069,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","ACCIDENT","STRONG","Study2","U","Study Phase2",15,"Recall2",7009,"hard",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","ACCIDENT","STRONG","Study2","U","Study Phase2",0,"Recall2",15358,"",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","ACCIDENT","STRONG","Study2","U","Study Phase2",89,"Recall2",7262,"prone",0,"JOL","Pure U"
"904025",17,"Pure U","ACCIDENT","STRONG","Study2","U","Study Phase2",0,"Recall2",5919,"Strong",100,"JOL","Pure U"
"w10002554",17,"Pure U","ACCIDENT","STRONG","Study2","U","Study Phase2",10,"Recall2",1636,"",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","ACCIDENT","STRONG","Study2","U","Study Phase2",68,"Recall2",18928,"strong",100,"JOL","Pure U"
"w953508",17,"Pure U","ACCIDENT","STRONG","Study2","U","Study Phase2",5,"Recall2",4081,"",0,"JOL","Pure U"
"337079",17,"Pure U","ADD","VALLEY","Study2","U","Study Phase2",1,"Recall2",678,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","ADD","VALLEY","Study2","U","Study Phase2",16,"Recall2",4968,"Plus",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","ADD","VALLEY","Study2","U","Study Phase2",10,"Recall2",1991,"",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","ADD","VALLEY","Study2","U","Study Phase2",32,"Recall2",7886,"subtract",0,"JOL","Pure U"
"904025",17,"Pure U","ADD","VALLEY","Study2","U","Study Phase2",10,"Recall2",4543,"Corn",0,"JOL","Pure U"
"w10002554",17,"Pure U","ADD","VALLEY","Study2","U","Study Phase2",45,"Recall2",44668,"",0,"JOL","Pure U"
"w10042723",17,"Pure U","ADD","VALLEY","Study2","U","Study Phase2",40,"Recall2",6476,"number",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","ADD","VALLEY","Study2","U","Study Phase2",40,"Recall2",11326,"subtract",0,"JOL","Pure U"
"w953508",17,"Pure U","ADD","VALLEY","Study2","U","Study Phase2",2,"Recall2",4076,"subtract",0,"JOL","Pure U"
